ytid,start,end,url,path,status,md5,ts,label_ids,label_names,num_labels,feature_path
AoSIhCUpTYo,30.0,40.0,https://www.youtube.com/watch?v=AoSIhCUpTYo,data\environment\raw\AoSIhCUpTYo_30.0_40.0.wav,ok,27fa15e17bc905d8b2f19a99d62d4e61,1762956056.5655966,/m/015p6;/m/020bb7;/m/07r_25d;/m/0h0rv,"[""Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove""]",1,..\data\environment\processed\features\AoSIhCUpTYo_30.0_40.0.npy
AqwOCxkhrjI,230.0,240.0,https://www.youtube.com/watch?v=AqwOCxkhrjI,data\environment\raw\AqwOCxkhrjI_230.0_240.0.wav,ok,1fdf58801768939bfbba1cc590f8e9d9,1762956064.9050748,/m/014yck;/m/07yv9;/m/0cmf2;/m/0k5j;/t/dd00128,"[""Aircraft engine;Vehicle;Fixed-wing aircraft, airplane;Aircraft;Outside, urban or manmade""]",1,..\data\environment\processed\features\AqwOCxkhrjI_230.0_240.0.npy
ArIES6ScYzo,330.0,340.0,https://www.youtube.com/watch?v=ArIES6ScYzo,data\environment\raw\ArIES6ScYzo_330.0_340.0.wav,ok,c4679d91304754d7e2fae862a1440740,1762956074.818389,/m/07yv9;/m/09ct_;/m/0cmf2;/m/0k5j;/t/dd00129,"[""Vehicle;Helicopter;Fixed-wing aircraft, airplane;Aircraft;Outside, rural or natural""]",1,..\data\environment\processed\features\ArIES6ScYzo_330.0_340.0.npy
ArQemnqgVbM,60.0,70.0,https://www.youtube.com/watch?v=ArQemnqgVbM,data\environment\raw\ArQemnqgVbM_60.0_70.0.wav,ok,0e07dd9a75b99054298fc09894b23b2d,1762956083.2415614,/m/03qtwd;/m/04gy_2,"[""Crowd;Battle cry""]",1,..\data\environment\processed\features\ArQemnqgVbM_60.0_70.0.npy
ArtL_qXq5Rk,440.0,450.0,https://www.youtube.com/watch?v=ArtL_qXq5Rk,data\environment\raw\ArtL_qXq5Rk_440.0_450.0.wav,ok,893f06f6e44268b8de5c20d9d5fd973b,1762956092.0773525,/m/0195fx;/m/01g50p;/m/0284vy3;/m/06d_3;/m/07jdr;/m/07rwm0c,"[""Subway, metro, underground;Railroad car, train wagon;Train horn;Rail transport;Train;Clickety-clack""]",1,..\data\environment\processed\features\ArtL_qXq5Rk_440.0_450.0.npy
AsSPcPFgGdE,30.0,40.0,https://www.youtube.com/watch?v=AsSPcPFgGdE,data\environment\raw\AsSPcPFgGdE_30.0_40.0.wav,ok,8072da21fc60b5d4c187131648555fe4,1762956101.114544,/m/06mb1;/m/07r10fb,"[""Rain;Raindrop""]",1,..\data\environment\processed\features\AsSPcPFgGdE_30.0_40.0.npy
AuJ8X3TK3cU,40.0,50.0,https://www.youtube.com/watch?v=AuJ8X3TK3cU,data\environment\raw\AuJ8X3TK3cU_40.0_50.0.wav,ok,32c42d2095b4fd1380d5d974c00257d2,1762956120.8869028,/m/034srq;/m/03m9d0z;/m/05kq4;/m/06q74;/t/dd00092,"[""Waves, surf;Wind;Ocean;Ship;Wind noise (microphone)""]",1,..\data\environment\processed\features\AuJ8X3TK3cU_40.0_50.0.npy
AuVMi3pniEc,230.0,240.0,https://www.youtube.com/watch?v=AuVMi3pniEc,data\environment\raw\AuVMi3pniEc_230.0_240.0.wav,ok,3cbc3b3ef5cff64aecae475003ddc94a,1762956130.842294,/m/07pdhp0;/t/dd00125,"[""Biting;Inside, small room""]",1,..\data\environment\processed\features\AuVMi3pniEc_230.0_240.0.npy
Auxntwy0vKk,30.0,40.0,https://www.youtube.com/watch?v=Auxntwy0vKk,data\environment\raw\Auxntwy0vKk_30.0_40.0.wav,ok,16a5db91a49f0d4a8a7eb07044fea2f2,1762956159.997771,/m/019jd;/m/02rlv9,"[""Boat, Water vehicle;Motorboat, speedboat""]",1,..\data\environment\processed\features\Auxntwy0vKk_30.0_40.0.npy
Aw0eXIShRzk,15.0,25.0,https://www.youtube.com/watch?v=Aw0eXIShRzk,data\environment\raw\Aw0eXIShRzk_15.0_25.0.wav,ok,32f4e5993ac4afa7d01de410722acce9,1762956169.5331182,/m/06h7j;/t/dd00126,"[""Run;Inside, large room or hall""]",1,..\data\environment\processed\features\Aw0eXIShRzk_15.0_25.0.npy
B-taUyzj_yc,30.0,40.0,https://www.youtube.com/watch?v=B-taUyzj_yc,data\environment\raw\B-taUyzj_yc_30.0_40.0.wav,ok,2a22af3de352dec354770246c19e5c20,1762956199.7183692,/m/015p6;/m/020bb7;/m/07r_25d;/m/0h0rv,"[""Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove""]",1,..\data\environment\processed\features\B-taUyzj_yc_30.0_40.0.npy
B1nTZdaKICM,30.0,40.0,https://www.youtube.com/watch?v=B1nTZdaKICM,data\environment\raw\B1nTZdaKICM_30.0_40.0.wav,ok,4694e896d1e3e212015f41348b55740a,1762956209.1011202,/m/03qtwd;/t/dd00135,"[""Crowd;Children shouting""]",1,..\data\environment\processed\features\B1nTZdaKICM_30.0_40.0.npy
B5q2_BUZavk,7.0,17.0,https://www.youtube.com/watch?v=B5q2_BUZavk,data\environment\raw\B5q2_BUZavk_7.0_17.0.wav,ok,f6b1222ba7e2e983e1409311625c0964,1762956239.430338,/m/07qwyj0;/m/07r10fb,"[""Rustle;Raindrop""]",1,..\data\environment\processed\features\B5q2_BUZavk_7.0_17.0.npy
B71qY7EU7jE,390.0,400.0,https://www.youtube.com/watch?v=B71qY7EU7jE,data\environment\raw\B71qY7EU7jE_390.0_400.0.wav,ok,1b16242460eacdb37de595ddb83b7bcc,1762956247.8020499,/m/01280g;/m/09x0r;/m/0cdnk;/m/0jbk,"[""Wild animals;Speech;Roaring cats (lions, tigers);Animal""]",1,..\data\environment\processed\features\B71qY7EU7jE_390.0_400.0.npy
B9GItZg1U_o,70.0,80.0,https://www.youtube.com/watch?v=B9GItZg1U_o,data\environment\raw\B9GItZg1U_o_70.0_80.0.wav,ok,13647750f455eb022191d84ddb428207,1762956276.7857318,/m/07pb8fc;/m/07yv9;/m/09x0r;/t/dd00128,"[""Idling;Vehicle;Speech;Outside, urban or manmade""]",1,..\data\environment\processed\features\B9GItZg1U_o_70.0_80.0.npy
BA_nJrD4lQQ,40.0,50.0,https://www.youtube.com/watch?v=BA_nJrD4lQQ,data\environment\raw\BA_nJrD4lQQ_40.0_50.0.wav,ok,aef9ae3ff7886e30dd3f53f138bee3ac,1762956306.6187482,/m/012f08;/m/02mk9;/m/07pb8fc;/m/07r04;/m/07yv9;/t/dd00130,"[""Motor vehicle (road);Engine;Idling;Truck;Vehicle;Engine starting""]",1,..\data\environment\processed\features\BA_nJrD4lQQ_40.0_50.0.npy
BChhAS1sFvA,530.0,540.0,https://www.youtube.com/watch?v=BChhAS1sFvA,data\environment\raw\BChhAS1sFvA_530.0_540.0.wav,ok,ea98b9549b22c40ada1f69acd7223565,1762956326.3868468,/m/081rb;/m/09x0r;/t/dd00126,"[""Writing;Speech;Inside, large room or hall""]",1,..\data\environment\processed\features\BChhAS1sFvA_530.0_540.0.npy
BCjak4QKscc,30.0,40.0,https://www.youtube.com/watch?v=BCjak4QKscc,data\environment\raw\BCjak4QKscc_30.0_40.0.wav,ok,014e52af44d499522dee75542fa6bc05,1762956334.7863178,/m/019jd;/m/056ks2,"[""Boat, Water vehicle;Rowboat, canoe, kayak""]",1,..\data\environment\processed\features\BCjak4QKscc_30.0_40.0.npy
BD2mfuPbL4c,60.0,70.0,https://www.youtube.com/watch?v=BD2mfuPbL4c,data\environment\raw\BD2mfuPbL4c_60.0_70.0.wav,ok,e75c9e59f68058d39ec63c530eed435b,1762956344.4271908,/m/01280g;/m/09x0r;/m/0cdnk;/m/0jbk,"[""Wild animals;Speech;Roaring cats (lions, tigers);Animal""]",1,..\data\environment\processed\features\BD2mfuPbL4c_60.0_70.0.npy
BEBOP2QIhFU,240.0,250.0,https://www.youtube.com/watch?v=BEBOP2QIhFU,data\environment\raw\BEBOP2QIhFU_240.0_250.0.wav,ok,b87bb31dda542c4954bd82a5f408c1a3,1762956353.2643647,/m/019jd;/m/07hvw1;/m/07yv9,"[""Boat, Water vehicle;Field recording;Vehicle""]",1,..\data\environment\processed\features\BEBOP2QIhFU_240.0_250.0.npy
BEuIJ5dw5kY,0.0,10.0,https://www.youtube.com/watch?v=BEuIJ5dw5kY,data\environment\raw\BEuIJ5dw5kY_0.0_10.0.wav,ok,e926ad5ca284deb200f970619e20db5c,1762956361.935331,/m/06mb1;/m/0jb2l;/m/0ngt1,"[""Rain;Thunderstorm;Thunder""]",1,..\data\environment\processed\features\BEuIJ5dw5kY_0.0_10.0.npy
BGmZ05m1-8M,250.0,260.0,https://www.youtube.com/watch?v=BGmZ05m1-8M,data\environment\raw\BGmZ05m1-8M_250.0_260.0.wav,ok,4755b5e237e79bdaa44f2fb9c20953bb,1762956391.5998678,/m/03qtwd;/m/04gy_2,"[""Crowd;Battle cry""]",1,..\data\environment\processed\features\BGmZ05m1-8M_250.0_260.0.npy
BGywP1-ZPAk,30.0,40.0,https://www.youtube.com/watch?v=BGywP1-ZPAk,data\environment\raw\BGywP1-ZPAk_30.0_40.0.wav,ok,bf725ff575c9663e0df38129ef40267e,1762956399.7531826,/m/07yv9;/m/09ct_;/m/0k5j,"[""Vehicle;Helicopter;Aircraft""]",1,..\data\environment\processed\features\BGywP1-ZPAk_30.0_40.0.npy
BHoQSFUkZvs,100.0,110.0,https://www.youtube.com/watch?v=BHoQSFUkZvs,data\environment\raw\BHoQSFUkZvs_100.0_110.0.wav,ok,686524cd07bc4e59b85253bbe285f440,1762956409.2461772,/m/0j2kx,"[""Waterfall""]",1,..\data\environment\processed\features\BHoQSFUkZvs_100.0_110.0.npy
BJVFqd7WYxA,390.0,400.0,https://www.youtube.com/watch?v=BJVFqd7WYxA,data\environment\raw\BJVFqd7WYxA_390.0_400.0.wav,ok,e3c77680e638de8c647acadc0eaae6d0,1762956417.7852461,/m/02_41;/m/03m9d0z,"[""Fire;Wind""]",1,..\data\environment\processed\features\BJVFqd7WYxA_390.0_400.0.npy
BLUr0EbKpRE,20.0,30.0,https://www.youtube.com/watch?v=BLUr0EbKpRE,data\environment\raw\BLUr0EbKpRE_20.0_30.0.wav,ok,043df2cc56dfebb55a1efebadb609e16,1762956426.446488,/m/07r660_;/m/09x0r;/t/dd00125,"[""Giggle;Speech;Inside, small room""]",1,..\data\environment\processed\features\BLUr0EbKpRE_20.0_30.0.npy
BLWA-v_ZW8g,90.0,100.0,https://www.youtube.com/watch?v=BLWA-v_ZW8g,data\environment\raw\BLWA-v_ZW8g_90.0_100.0.wav,ok,52f3f0d78a444f5e51f5185e57452f3b,1762956435.0717506,/m/0j6m2,"[""Stream""]",1,..\data\environment\processed\features\BLWA-v_ZW8g_90.0_100.0.npy
BM0MSMJBCrA,30.0,40.0,https://www.youtube.com/watch?v=BM0MSMJBCrA,data\environment\raw\BM0MSMJBCrA_30.0_40.0.wav,ok,5dc7ca2adfb04e3cdb2297528684a90e,1762956444.447833,/m/012f08;/m/07pyf11;/m/07q2z82;/m/07yv9;/m/0btp2;/m/0k4j,"[""Motor vehicle (road);Flap;Accelerating, revving, vroom;Vehicle;Traffic noise, roadway noise;Car""]",1,..\data\environment\processed\features\BM0MSMJBCrA_30.0_40.0.npy
BMqxW3bs0iU,30.0,40.0,https://www.youtube.com/watch?v=BMqxW3bs0iU,data\environment\raw\BMqxW3bs0iU_30.0_40.0.wav,ok,ba1bef13178c53ab1c7f2cce54e705e4,1762956453.072517,/m/03j1ly;/m/03kmc9;/m/04qvtq;/t/dd00134,"[""Emergency vehicle;Siren;Police car (siren);Car passing by""]",1,..\data\environment\processed\features\BMqxW3bs0iU_30.0_40.0.npy
BPFA7RzzJdM,10.0,20.0,https://www.youtube.com/watch?v=BPFA7RzzJdM,data\environment\raw\BPFA7RzzJdM_10.0_20.0.wav,ok,dc1d9ad1f640af0008873f1aa31b7145,1762956462.3310995,/m/01x3z;/m/04rlf;/t/dd00125,"[""Clock;Music;Inside, small room""]",1,..\data\environment\processed\features\BPFA7RzzJdM_10.0_20.0.npy
BQOewFB5bw4,20.0,30.0,https://www.youtube.com/watch?v=BQOewFB5bw4,data\environment\raw\BQOewFB5bw4_20.0_30.0.wav,ok,3f671e7d7e85d22db099a2ff7e1340e0,1762956470.9463303,/m/01280g;/m/0jbk,"[""Wild animals;Animal""]",1,..\data\environment\processed\features\BQOewFB5bw4_20.0_30.0.npy
BQWPvKrN07c,10.0,20.0,https://www.youtube.com/watch?v=BQWPvKrN07c,data\environment\raw\BQWPvKrN07c_10.0_20.0.wav,ok,44df8844fb20baf6ecddf4821959a59b,1762956480.5755112,/m/019jd;/m/034srq;/m/03m9d0z;/m/0hsrw;/t/dd00092,"[""Boat, Water vehicle;Waves, surf;Wind;Sailboat, sailing ship;Wind noise (microphone)""]",1,..\data\environment\processed\features\BQWPvKrN07c_10.0_20.0.npy
BS5Ou46incw,190.0,200.0,https://www.youtube.com/watch?v=BS5Ou46incw,data\environment\raw\BS5Ou46incw_190.0_200.0.wav,ok,16db22eb9b30e826f8a37a1c9d84629a,1762956489.627166,/m/01280g;/m/09x0r;/m/0cdnk;/m/0jbk,"[""Wild animals;Speech;Roaring cats (lions, tigers);Animal""]",1,..\data\environment\processed\features\BS5Ou46incw_190.0_200.0.npy
BTViJiVyjlI,240.0,250.0,https://www.youtube.com/watch?v=BTViJiVyjlI,data\environment\raw\BTViJiVyjlI_240.0_250.0.wav,ok,c42d003cba65dc44f7b75c0362adde6d,1762956498.6162453,/m/01jwx6;/m/04rlf;/t/dd00126,"[""Vibration;Music;Inside, large room or hall""]",1,..\data\environment\processed\features\BTViJiVyjlI_240.0_250.0.npy
BTsga9GXN-s,10.0,20.0,https://www.youtube.com/watch?v=BTsga9GXN-s,data\environment\raw\BTsga9GXN-s_10.0_20.0.wav,ok,7e0a36417fdc08213c2c6f014bc954b3,1762956506.6427596,/m/07plz5l;/t/dd00125,"[""Sigh;Inside, small room""]",1,..\data\environment\processed\features\BTsga9GXN-s_10.0_20.0.npy
BUVijjtJlt0,30.0,40.0,https://www.youtube.com/watch?v=BUVijjtJlt0,data\environment\raw\BUVijjtJlt0_30.0_40.0.wav,ok,d72cf1f0424418c9bbd50f15ed9cf51c,1762956515.0371966,/m/07yv9;/m/09x0r;/m/0btp2,"[""Vehicle;Speech;Traffic noise, roadway noise""]",1,..\data\environment\processed\features\BUVijjtJlt0_30.0_40.0.npy
BVch9SzTjZw,30.0,40.0,https://www.youtube.com/watch?v=BVch9SzTjZw,data\environment\raw\BVch9SzTjZw_30.0_40.0.wav,ok,cfc4b2ba7b8b225b58283db6a916eaa3,1762956524.3080986,/m/019jd;/m/034srq;/m/03m9d0z;/m/05kq4;/m/0hsrw;/t/dd00092,"[""Boat, Water vehicle;Waves, surf;Wind;Ocean;Sailboat, sailing ship;Wind noise (microphone)""]",1,..\data\environment\processed\features\BVch9SzTjZw_30.0_40.0.npy
BYNisb8TQ9g,80.0,90.0,https://www.youtube.com/watch?v=BYNisb8TQ9g,data\environment\raw\BYNisb8TQ9g_80.0_90.0.wav,ok,ce084383ac30da7477d290701c730240,1762956533.812998,/m/014yck;/m/07yv9;/m/09ct_;/m/0k5j,"[""Aircraft engine;Vehicle;Helicopter;Aircraft""]",1,..\data\environment\processed\features\BYNisb8TQ9g_80.0_90.0.npy
BYpII-rSojM,20.0,30.0,https://www.youtube.com/watch?v=BYpII-rSojM,data\environment\raw\BYpII-rSojM_20.0_30.0.wav,ok,bfe2316ea9ffb339a8d8175af5d49109,1762956542.2514093,/m/07p7b8y;/t/dd00125,"[""Fill (with liquid);Inside, small room""]",1,..\data\environment\processed\features\BYpII-rSojM_20.0_30.0.npy
BZeO3DtN2To,29.0,39.0,https://www.youtube.com/watch?v=BZeO3DtN2To,data\environment\raw\BZeO3DtN2To_29.0_39.0.wav,ok,b4c7418ba3593166fa6e18828b4a082a,1762956551.5298405,/m/068zj;/m/09x0r;/m/0ch8v;/m/0jbk,"[""Pig;Speech;Livestock, farm animals, working animals;Animal""]",1,..\data\environment\processed\features\BZeO3DtN2To_29.0_39.0.npy
BaQDCSs1boY,380.0,390.0,https://www.youtube.com/watch?v=BaQDCSs1boY,data\environment\raw\BaQDCSs1boY_380.0_390.0.wav,ok,9b0cdf2edde4d51cb80f262014908ef2,1762956560.6635165,/m/07qcx4z;/m/09x0r;/t/dd00125,"[""Tearing;Speech;Inside, small room""]",1,..\data\environment\processed\features\BaQDCSs1boY_380.0_390.0.npy
BbLkppp3QZc,30.0,40.0,https://www.youtube.com/watch?v=BbLkppp3QZc,data\environment\raw\BbLkppp3QZc_30.0_40.0.wav,ok,1519f6f5335d8dbf2f1a6f33d5523a4f,1762956570.0593123,/m/019jd;/m/034srq;/m/03m9d0z;/m/05kq4;/m/0838f;/m/0hsrw;/m/0j6m2;/t/dd00092,"[""Boat, Water vehicle;Waves, surf;Wind;Ocean;Water;Sailboat, sailing ship;Stream;Wind noise (microphone)""]",1,..\data\environment\processed\features\BbLkppp3QZc_30.0_40.0.npy
Bbaz_T6BN3g,270.0,280.0,https://www.youtube.com/watch?v=Bbaz_T6BN3g,data\environment\raw\Bbaz_T6BN3g_270.0_280.0.wav,ok,7451087c65620aa6811192994e1d8c49,1762956579.1872625,/m/04rlf;/m/06w87;/t/dd00126,"[""Music;Steel guitar, slide guitar;Inside, large room or hall""]",1,..\data\environment\processed\features\Bbaz_T6BN3g_270.0_280.0.npy
Bc6AIHASWxI,30.0,40.0,https://www.youtube.com/watch?v=Bc6AIHASWxI,data\environment\raw\Bc6AIHASWxI_30.0_40.0.wav,ok,b736529256ae7548225f59059a4bfbbd,1762956588.4299428,/m/03qtwd;/m/053hz1;/t/dd00135,"[""Crowd;Cheering;Children shouting""]",1,..\data\environment\processed\features\Bc6AIHASWxI_30.0_40.0.npy
BdQDuT6rJfU,10.0,20.0,https://www.youtube.com/watch?v=BdQDuT6rJfU,data\environment\raw\BdQDuT6rJfU_10.0_20.0.wav,ok,b284ef8a50c1236e2b8e0600295c2be6,1762956596.6153858,/m/015lz1;/m/01b9nn;/m/02rr_;/m/04rlf;/t/dd00125,"[""Singing;Reverberation;Effects unit;Music;Inside, small room""]",1,..\data\environment\processed\features\BdQDuT6rJfU_10.0_20.0.npy
Bdi9NEo8cDU,30.0,40.0,https://www.youtube.com/watch?v=Bdi9NEo8cDU,data\environment\raw\Bdi9NEo8cDU_30.0_40.0.wav,ok,e2922cbcfc8aa4467403ef272b66dfc8,1762956604.8873417,/m/019jd;/m/03m9d0z;/m/06q74;/t/dd00092,"[""Boat, Water vehicle;Wind;Ship;Wind noise (microphone)""]",1,..\data\environment\processed\features\Bdi9NEo8cDU_30.0_40.0.npy
Be0z4cALwJo,20.0,30.0,https://www.youtube.com/watch?v=Be0z4cALwJo,data\environment\raw\Be0z4cALwJo_20.0_30.0.wav,ok,45c64a90e4a3f25e57063d396a849a1d,1762956621.724194,/m/06mb1;/m/0jb2l;/m/0ngt1,"[""Rain;Thunderstorm;Thunder""]",1,..\data\environment\processed\features\Be0z4cALwJo_20.0_30.0.npy
Beg79kXQBRo,20.0,30.0,https://www.youtube.com/watch?v=Beg79kXQBRo,data\environment\raw\Beg79kXQBRo_20.0_30.0.wav,ok,f980876c527ffdbba6c3da3e8ca7bb6c,1762956651.4100866,/m/01j3sz;/m/07sq110;/m/09x0r;/t/dd00001;/t/dd00125,"[""Laughter;Belly laugh;Speech;Baby laughter;Inside, small room""]",1,..\data\environment\processed\features\Beg79kXQBRo_20.0_30.0.npy
BehVa_93nwg,150.0,160.0,https://www.youtube.com/watch?v=BehVa_93nwg,data\environment\raw\BehVa_93nwg_150.0_160.0.wav,ok,b73b2867b5e420b0dbe13233cc1a49a0,1762956661.0687385,/m/04fgwm;/m/04rlf;/m/09x0r;/t/dd00125,"[""Electric toothbrush;Music;Speech;Inside, small room""]",1,..\data\environment\processed\features\BehVa_93nwg_150.0_160.0.npy
BgYlu44UIeM,130.0,140.0,https://www.youtube.com/watch?v=BgYlu44UIeM,data\environment\raw\BgYlu44UIeM_130.0_140.0.wav,ok,9acf0826ed435c6279e15a8d75494223,1762956670.7503138,/m/04rlf;/m/07qb_dv;/m/09x0r;/t/dd00125,"[""Music;Scratch;Speech;Inside, small room""]",1,..\data\environment\processed\features\BgYlu44UIeM_130.0_140.0.npy
BmZW4hl7k6g,60.0,70.0,https://www.youtube.com/watch?v=BmZW4hl7k6g,data\environment\raw\BmZW4hl7k6g_60.0_70.0.wav,ok,e2c06952c831d09336c32945c6557ddc,1762956699.7293904,/m/09x0r;/t/dd00013;/t/dd00125,"[""Speech;Children playing;Inside, small room""]",1,..\data\environment\processed\features\BmZW4hl7k6g_60.0_70.0.npy
BnovYnY1UpM,250.0,260.0,https://www.youtube.com/watch?v=BnovYnY1UpM,data\environment\raw\BnovYnY1UpM_250.0_260.0.wav,ok,f68d5a89b4f063f7b61f9166460e8813,1762956730.3735285,/m/07qfr4h;/m/09x0r;/t/dd00128,"[""Hubbub, speech noise, speech babble;Speech;Outside, urban or manmade""]",1,..\data\environment\processed\features\BnovYnY1UpM_250.0_260.0.npy
Bp8cbZQmIzQ,0.0,9.0,https://www.youtube.com/watch?v=Bp8cbZQmIzQ,data\environment\raw\Bp8cbZQmIzQ_0.0_9.0.wav,ok,7967afc25e016c0000f81f666a0a5e9e,1762956738.6920614,/m/01xq0k1;/m/07rpkh9;/m/0ch8v,"[""Cattle, bovinae;Moo;Livestock, farm animals, working animals""]",1,..\data\environment\processed\features\Bp8cbZQmIzQ_0.0_9.0.npy
Bpu4dXxMhOs,30.0,40.0,https://www.youtube.com/watch?v=Bpu4dXxMhOs,data\environment\raw\Bpu4dXxMhOs_30.0_40.0.wav,ok,e6ec27df521eff54191520bad158ca37,1762956746.892398,/m/07yv9;/m/0btp2,"[""Vehicle;Traffic noise, roadway noise""]",1,..\data\environment\processed\features\Bpu4dXxMhOs_30.0_40.0.npy
BqUmykGH5iA,170.0,180.0,https://www.youtube.com/watch?v=BqUmykGH5iA,data\environment\raw\BqUmykGH5iA_170.0_180.0.wav,ok,3788525aac9596d8f82ef081a67fe895,1762956757.250963,/m/02_nn;/m/04rlf;/m/09x0r;/t/dd00129,"[""Fart;Music;Speech;Outside, rural or natural""]",1,..\data\environment\processed\features\BqUmykGH5iA_170.0_180.0.npy
BslDb2Uresk,10.0,20.0,https://www.youtube.com/watch?v=BslDb2Uresk,data\environment\raw\BslDb2Uresk_10.0_20.0.wav,ok,8b12e620e13d5b096514b387825c7168,1762956766.8730772,/m/012f08;/m/07qv_d5;/m/07yv9;/m/09x0r;/m/0btp2;/m/0k4j,"[""Motor vehicle (road);Toot;Vehicle;Speech;Traffic noise, roadway noise;Car""]",1,..\data\environment\processed\features\BslDb2Uresk_10.0_20.0.npy
BtwvdgECX10,0.0,10.0,https://www.youtube.com/watch?v=BtwvdgECX10,data\environment\raw\BtwvdgECX10_0.0_10.0.wav,ok,781971abfc347761ff59458cd5b98e79,1762956774.9907904,/m/03qtwd;/m/053hz1;/t/dd00135,"[""Crowd;Cheering;Children shouting""]",1,..\data\environment\processed\features\BtwvdgECX10_0.0_10.0.npy
Bx2Dpr7sY1A,30.0,40.0,https://www.youtube.com/watch?v=Bx2Dpr7sY1A,data\environment\raw\Bx2Dpr7sY1A_30.0_40.0.wav,ok,994bf0cf1eafdd67981c31e3c018b22a,1762956784.1197844,/m/0j6m2,"[""Stream""]",1,..\data\environment\processed\features\Bx2Dpr7sY1A_30.0_40.0.npy
By8_wPVT4zg,190.0,200.0,https://www.youtube.com/watch?v=By8_wPVT4zg,data\environment\raw\By8_wPVT4zg_190.0_200.0.wav,ok,5342ffcd04672fbbe180592d7f605992,1762956793.7343895,/m/019jd;/m/034srq;/m/03m9d0z;/m/05kq4;/m/06q74,"[""Boat, Water vehicle;Waves, surf;Wind;Ocean;Ship""]",1,..\data\environment\processed\features\By8_wPVT4zg_190.0_200.0.npy
ByF0pp-dVEo,150.0,160.0,https://www.youtube.com/watch?v=ByF0pp-dVEo,data\environment\raw\ByF0pp-dVEo_150.0_160.0.wav,ok,cf93bd0cf53fac6f7e02e7c457817c50,1762956802.1804454,/m/02cz_7;/m/04rlf;/m/09x0r;/m/0y4f8;/t/dd00126,"[""Beatboxing;Music;Speech;Vocal music;Inside, large room or hall""]",1,..\data\environment\processed\features\ByF0pp-dVEo_150.0_160.0.npy
ByNnZshszLM,240.0,250.0,https://www.youtube.com/watch?v=ByNnZshszLM,data\environment\raw\ByNnZshszLM_240.0_250.0.wav,ok,5c953ccd84339e2ff663a4a7e88c7339,1762956811.8546166,/m/0j2kx,"[""Waterfall""]",1,..\data\environment\processed\features\ByNnZshszLM_240.0_250.0.npy
ByZD9ujkkB4,50.0,60.0,https://www.youtube.com/watch?v=ByZD9ujkkB4,data\environment\raw\ByZD9ujkkB4_50.0_60.0.wav,ok,acee3ca0bbedfe171511aa2214ac229a,1762956821.5260155,/m/03wwcy;/m/09x0r;/t/dd00126,"[""Doorbell;Speech;Inside, large room or hall""]",1,..\data\environment\processed\features\ByZD9ujkkB4_50.0_60.0.npy
ByyfqHXwOjo,40.0,50.0,https://www.youtube.com/watch?v=ByyfqHXwOjo,data\environment\raw\ByyfqHXwOjo_40.0_50.0.wav,ok,394bfba39cdd48383a6f3d3dfa48828b,1762956829.6932325,/m/03qtwd;/m/04gy_2,"[""Crowd;Battle cry""]",1,..\data\environment\processed\features\ByyfqHXwOjo_40.0_50.0.npy
Bz-TAUdigNg,0.0,4.0,https://www.youtube.com/watch?v=Bz-TAUdigNg,data\environment\raw\Bz-TAUdigNg_0.0_4.0.wav,ok,39f6bcdf74a17f0e7b4259c7fda721f8,1762956837.6372678,/m/0dv5r;/t/dd00125,"[""Camera;Inside, small room""]",1,..\data\environment\processed\features\Bz-TAUdigNg_0.0_4.0.npy
BzI6PnwP1EI,80.0,90.0,https://www.youtube.com/watch?v=BzI6PnwP1EI,data\environment\raw\BzI6PnwP1EI_80.0_90.0.wav,ok,b018a7ad465a8eb4c185cfcc1aa2aaf3,1762956846.69326,/m/0j2kx,"[""Waterfall""]",1,..\data\environment\processed\features\BzI6PnwP1EI_80.0_90.0.npy
BzQzsbns0wk,30.0,40.0,https://www.youtube.com/watch?v=BzQzsbns0wk,data\environment\raw\BzQzsbns0wk_30.0_40.0.wav,ok,c91a1957270dbdb0b93eab7e2521d220,1762956855.3383873,/m/01h3n;/m/03vt0;/m/09xqv;/m/0h2mp,"[""Bee, wasp, etc.;Insect;Cricket;Fly, housefly""]",1,..\data\environment\processed\features\BzQzsbns0wk_30.0_40.0.npy
C07IwvRb7Ro,530.0,540.0,https://www.youtube.com/watch?v=C07IwvRb7Ro,data\environment\raw\C07IwvRb7Ro_530.0_540.0.wav,ok,45992f4f24dc18ad0d18536c423eb5e2,1762956884.533177,/m/07qfr4h;/m/09x0r;/t/dd00128,"[""Hubbub, speech noise, speech babble;Speech;Outside, urban or manmade""]",1,..\data\environment\processed\features\C07IwvRb7Ro_530.0_540.0.npy
C1O7V0jiiNw,290.0,300.0,https://www.youtube.com/watch?v=C1O7V0jiiNw,data\environment\raw\C1O7V0jiiNw_290.0_300.0.wav,ok,3045d7375d3d9b8b870b91120b1228c9,1762956893.3346088,/m/07yv9;/m/0k4j;/t/dd00129;/t/dd00130,"[""Vehicle;Car;Outside, rural or natural;Engine starting""]",1,..\data\environment\processed\features\C1O7V0jiiNw_290.0_300.0.npy
