feature_path,primary_label,y
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36t5vAMyXnU_80.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36uGOuwxPlY_90.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36uVakyaZUg_30.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36v4pfawC0E_0.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36vY8Dqv-wQ_300.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36vbgLgd4t8_80.npy,crowd,1
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36vubLPozxk_440.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36xbXFgymI0_0.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36zBlMc2MHo_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36zM4E1Ow4Y_440.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\36ze1wTFOHY_30.npy,crowd,1
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\370M3Ie25zE_90.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\3713EFqrkvs_190.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\3723JVydIaA_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\372gnDV4YgY_30.npy,vehicle_water,6
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\372rRFh-yTM_60.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\372z85V8B2Y_180.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\373Oqnj2Nnk_50.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\373ahcf8BF4_210.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\374Y2bv0FJc_230.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\375O6xmExQY_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\375ajFGUMNU_470.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\375lhY1REZA_20.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\376P-hPX-WE_510.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\376ZmRxXmdQ_500.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\377GYbLgTPw_40.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\378BALnnWeE_10.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\378Q0CBYJ3I_30.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\378_2D5Q1sc_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37Ax_9ALfCI_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37C2LRujcvY_20.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37CVIU-vlUQ_20.npy,crowd,1
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37CasR75Ja8_80.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37D-k_AvNDQ_320.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37DFUsTwfYI_110.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37E0e0HEdIA_20.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37EWhWG7ZJc_30.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37G-JRWFtN0_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37Ge6IVv0l8_310.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37GrO8UyANw_530.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37HqcZ0u11s_370.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37IHetW2_DI_450.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37IxEwVr61U_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37J1T5VWqeM_10.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37J7j_cefCw_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37JBLDzMauY_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37Jl6WqtJD0_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37Kv2N8uyNk_23.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37LIS09-M14_190.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37LObWSRltI_10.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37Lk_k_iGtk_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37LwP_ycIcU_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37MHj4LvLRU_380.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37Mk3C8Wld0_130.npy,other_ambient,3
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37NbZuH2gOA_370.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37Neq-Xx0Ao_280.npy,crowd,1
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37P979OAT58_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37PD73Y9SkM_21.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37PLJEoEzGQ_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37QhZFs_exo_30.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37SpKYrWzoo_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37TONWTkPpg_90.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37TbB84dTVg_540.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37UXPABomt8_20.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37Ufb1LqVJ4_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37V-Gl_eMBM_110.npy,crowd,1
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37VjvCPg0Oc_480.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37VtG80p5rY_30.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37WnBhdjSIE_0.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37XA3JveSmY_240.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37XaRUlnqA4_150.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37_689z5k3o_30.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37_ZQrgwNaw_440.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37_fs34IRSs_80.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37aGdAcaMTc_0.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37aykMJqSh0_30.npy,other_ambient,3
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37bIw7cPl_Y_29.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37bY5mxAGuo_240.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37d0wLFsBWU_200.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37d1GiFCL6c_60.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37dDenizeGA_0.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37dY3mT7F9U_40.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37ddDMosGbM_310.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37dklS3I7jM_130.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37eI_nhKV-o_22.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37ePsQmu1p0_0.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37g6Ag23Pjo_30.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37gLkh_f0ZY_460.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37gaR-ulgvw_120.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37i7HmTzPlQ_220.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37jOhhVr2rs_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37jTxazYjqo_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37jsHegYfEw_18.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37mPT8hUT4A_40.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37nSjtnwc2o_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37o41ok3qtI_130.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37oAAh6A0Js_180.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37pakOEmsOY_60.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37ptKno8Ako_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37pv2CWCO3o_0.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37qiR7jDk4w_0.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37rd3ylKkkQ_30.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37rf0dKYxko_210.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37t3CKEjEGU_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37tCtlztX4s_20.npy,vehicle_water,6
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37tgYjiBqdI_190.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37uICzsy7WY_310.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37vGx8vRHEE_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37vsUKRGP9c_570.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37w9KWzbklk_0.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37xl2nT_Uas_0.npy,other_ambient,3
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37xuHwrby-4_130.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37ya7-aY_MI_130.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37ycH2hW5Fw_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37zM89NX9D0_40.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\37zZvSkYhO4_0.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38-4aKmyKB8_280.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38-vIz74pJ8_80.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\380HvGuV2cs_370.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\381J_NFPt9k_340.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\383AyB5OcUk_230.npy,crowd,1
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\383FnIOKzVE_0.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\384I7wOfc1U_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\384gy3-IZnU_200.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\385mkc8R7ek_90.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\386ZFH40Isc_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\387smksUmR0_70.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\389Qc_-FL2M_140.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38A-EK0nDpI_0.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38An6n6FrlQ_410.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38BgcUAgzZQ_30.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38CX0PZfJ74_10.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38CdcW1sCvI_0.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38DZCqJFatY_350.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38FU74nBzlk_0.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38Fuvd2vt8U_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38GWXU806iE_10.npy,other_ambient,3
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38HKAEWdJQU_160.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38J9YNBbu2A_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38JA9PTVlt8_180.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38JQLNPDgKQ_0.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38JhniwZwKQ_7.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38KkjdABjtQ_80.npy,vehicle_water,6
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38L1vsPRMV8_120.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38LL2oEgZW8_110.npy,other_ambient,3
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38LgZQ_dNz8_110.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38MCN_yGohM_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38Myw2Yf-I8_130.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38N7YXP09ng_0.npy,other_ambient,3
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38OWm9pkH9M_30.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38OlQUKs-78_19.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38OmPofTQx0_340.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38Q-nxnfRmY_290.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38Qn1eQd-vU_150.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38S2EW7t3Ws_140.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38S4Uhj1sbM_30.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38SO_H4TiYc_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38TGl48T-aI_30.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38UmQxvRohY_350.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38WiBkTSzW4_30.npy,crowd,1
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38Xo_fb9TDU_0.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38XqeIjgvqc_30.npy,vehicle_water,6
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38YoEKN88gM_0.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38_5vx0Mla4_40.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38a5vupU3WI_30.npy,other_ambient,3
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38cPoVbCq9U_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38doWNuTbOY_18.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38g3ED9xGWc_80.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38gQY4Hnf2A_30.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38i6RnE2UP0_50.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38iwp6HSfWw_0.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38j5FFT72AM_480.npy,outdoor_nature,4
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38j8HLWZAZY_20.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38jKyn9jo7c_80.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38jwDRI4FU4_280.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38jwKF_KBLs_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38jxFrTGKzw_30.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38kAQI6LlfQ_0.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38kg6qBOjcI_30.npy,vehicle_water,6
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38kt00HZSXU_240.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38ktMmVHJHs_0.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38kwwBzyCWI_12.npy,vehicle_water,6
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38lcJ1VKWUY_110.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38nQ1G9XbUs_120.npy,other_ambient,3
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38nhS4dZW4I_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38noIOCAdPQ_320.npy,indoor,2
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38pcTE7sbyA_0.npy,water,7
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38php3NHfoE_30.npy,crowd,1
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38pxylVaXAw_30.npy,vehicle_ground,5
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38pyH2x0Lgg_10.npy,animal,0
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\environment\processed\features\38qBumwp6NQ_30.npy,animal,0
