clip_id,audio_path,label,source,duration,seg_start,seg_end
cv_common_voice_en_20262159,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20262159.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20262160,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20262160.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20262161,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20262161.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22969900,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22969900.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22969901,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22969901.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22969902,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22969902.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22969903,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22969903.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19008535,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19008535.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19008538,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19008538.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19008550,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19008550.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19008553,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19008553.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19952765,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19952765.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19952766,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19952766.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19952767,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19952767.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19952769,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19952769.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18310051,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18310051.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19964917,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19964917.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19964918,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19964918.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19964919,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19964919.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19964927,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19964927.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19652512,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19652512.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19652513,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19652513.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19652514,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19652514.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19652515,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19652515.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21204076,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21204076.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21204078,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21204078.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21204079,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21204079.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21204081,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21204081.mp3,single_speaker,common_voice,,,
cv_common_voice_en_17800958,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_17800958.mp3,single_speaker,common_voice,,,
cv_common_voice_en_17800959,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_17800959.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19944696,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19944696.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19944698,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19944698.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19944699,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19944699.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19944700,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19944700.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19532282,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19532282.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19532284,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19532284.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19532286,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19532286.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19532288,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19532288.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21775194,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21775194.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21775195,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21775195.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21775196,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21775196.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21775197,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21775197.mp3,single_speaker,common_voice,,,
cv_common_voice_en_17774,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_17774.mp3,single_speaker,common_voice,,,
cv_common_voice_en_1793581,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_1793581.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18858843,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18858843.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18858844,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18858844.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18858846,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18858846.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23390152,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23390152.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23390153,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23390153.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23390154,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23390154.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23390155,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23390155.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19358678,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19358678.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19358679,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19358679.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19358680,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19358680.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19358681,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19358681.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20476171,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20476171.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20476173,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20476173.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20476174,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20476174.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20476175,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20476175.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20278153,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20278153.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20278156,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20278156.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20278158,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20278158.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20278159,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20278159.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20003486,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20003486.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20003487,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20003487.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20003488,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20003488.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20003490,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20003490.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18212031,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18212031.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20812717,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20812717.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20812718,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20812718.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20812719,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20812719.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20812720,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20812720.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20232713,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20232713.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20232714,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20232714.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20232716,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20232716.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20232717,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20232717.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23007505,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23007505.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23007507,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23007507.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23007508,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23007508.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23007509,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23007509.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18347423,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18347423.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18347425,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18347425.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18347426,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18347426.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18347427,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18347427.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19973080,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19973080.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19973082,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19973082.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19973083,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19973083.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19973084,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19973084.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20511268,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20511268.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20511269,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20511269.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20511270,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20511270.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20511271,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20511271.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20278305,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20278305.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20278306,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20278306.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20278307,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20278307.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20278308,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20278308.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18672480,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18672480.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18672482,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18672482.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18672483,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18672483.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18672484,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18672484.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19747882,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19747882.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19747886,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19747886.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19747899,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19747899.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19747902,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19747902.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19984806,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19984806.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19984808,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19984808.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19984810,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19984810.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19984813,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19984813.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19718274,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19718274.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19718275,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19718275.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19718276,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19718276.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19718277,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19718277.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22770173,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22770173.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22770174,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22770174.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22770175,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22770175.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22770177,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22770177.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19294198,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19294198.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19294199,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19294199.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19294200,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19294200.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19294201,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19294201.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19672058,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19672058.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19672059,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19672059.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19672060,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19672060.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19672062,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19672062.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20875135,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20875135.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20875136,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20875136.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20875138,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20875138.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20875139,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20875139.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19602318,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19602318.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19602319,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19602319.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19602320,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19602320.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19602325,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19602325.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19946908,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19946908.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19946910,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19946910.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19946911,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19946911.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19946912,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19946912.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23681143,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23681143.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23681144,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23681144.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23681145,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23681145.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23681146,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23681146.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20381780,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20381780.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20381782,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20381782.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20381798,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20381798.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20381799,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20381799.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20975737,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20975737.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20975739,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20975739.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20975740,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20975740.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20975741,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20975741.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20519870,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20519870.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20519871,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20519871.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20519872,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20519872.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20519873,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20519873.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18668382,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18668382.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18668384,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18668384.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18668385,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18668385.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18668386,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18668386.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19680838,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19680838.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19680841,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19680841.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19680845,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19680845.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19680847,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19680847.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19642307,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19642307.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19642308,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19642308.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19642310,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19642310.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19714982,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19714982.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19714983,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19714983.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19714984,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19714984.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19714985,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19714985.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18402407,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18402407.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18402408,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18402408.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18402409,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18402409.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18402411,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18402411.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19623276,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19623276.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19623277,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19623277.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19623278,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19623278.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19721623,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19721623.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19721624,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19721624.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19721625,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19721625.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19721626,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19721626.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19588940,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19588940.mp3,single_speaker,common_voice,,,
