ytid,label_names,label_ids,feature_path
213156,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213156.npy
213158,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213158.npy
213159,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213159.npy
213160,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213160.npy
213161,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213161.npy
213162,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213162.npy
213163,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213163.npy
213164,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213164.npy
213165,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213165.npy
213166,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213166.npy
213180,"['Camera', 'Mechanical sounds', 'Mechanisms']","[26, 119, 120]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213180.npy
213202,"['Female singing', 'Human sounds', 'Human voice', 'Singing']","[76, 103, 104, 157]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213202.npy
213205,"['Human sounds', 'Run']","[103, 148]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213205.npy
213206,"['Human sounds', 'Run']","[103, 148]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213206.npy
213207,"['Human sounds', 'Run']","[103, 148]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213207.npy
213208,"['Human sounds', 'Run']","[103, 148]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213208.npy
213209,"['Human sounds', 'Run']","[103, 148]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213209.npy
21323,"['Human sounds', 'Human voice', 'Screaming']","[103, 104, 152]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\21323.npy
213235,"['Explosion', 'Fireworks', 'Impact sounds']","[74, 81, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213235.npy
21324,"['Human sounds', 'Human voice', 'Screaming']","[103, 104, 152]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\21324.npy
213240,"['Explosion', 'Fireworks', 'Impact sounds']","[74, 81, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213240.npy
213241,"['Explosion', 'Fireworks', 'Impact sounds']","[74, 81, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213241.npy
213258,"['Human sounds', 'Human voice', 'Male singing', 'Singing']","[103, 104, 114, 157]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213258.npy
213259,"['Female singing', 'Human sounds', 'Human voice', 'Singing']","[76, 103, 104, 157]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213259.npy
213260,"['Human sounds', 'Human voice', 'Male singing', 'Singing']","[103, 104, 114, 157]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213260.npy
213261,"['Human sounds', 'Human voice', 'Male singing', 'Singing']","[103, 104, 114, 157]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213261.npy
213277,"['Domestic sounds, home sounds', 'Mechanical sounds', 'Sink (filling or washing)', 'Water tap, faucet']","[63, 119, 158, 196]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213277.npy
213279,"['Bathtub (filling or washing)', 'Domestic sounds, home sounds', 'Mechanical sounds', 'Water tap, faucet']","[11, 63, 119, 196]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213279.npy
213280,"['Bathtub (filling or washing)', 'Domestic sounds, home sounds', 'Mechanical sounds']","[11, 63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213280.npy
213281,"['Domestic sounds, home sounds', 'Mechanical sounds', 'Sink (filling or washing)', 'Water tap, faucet']","[63, 119, 158, 196]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213281.npy
213286,"['Female speech, woman speaking', 'Human sounds', 'Human voice', 'Speech']","[77, 103, 104, 165]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213286.npy
213290,"['Chuckle, chortle', 'Giggle', 'Human sounds', 'Human voice', 'Laughter']","[38, 87, 103, 104, 111]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213290.npy
213291,"['Giggle', 'Human sounds', 'Human voice', 'Laughter']","[87, 103, 104, 111]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213291.npy
213292,"['Breathing', 'Gasp', 'Human sounds', 'Respiratory sounds']","[22, 86, 103, 146]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213292.npy
213293,"['Breathing', 'Human sounds', 'Respiratory sounds']","[22, 103, 146]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213293.npy
213296,"['Animal', 'Animal sounds', 'Insect', 'Wild animals']","[5, 6, 107, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213296.npy
213297,"['Human sounds', 'Run']","[103, 148]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213297.npy
213298,"['Human sounds', 'Walk, footsteps']","[103, 194]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213298.npy
213305,"['Human sounds', 'Walk, footsteps']","[103, 194]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213305.npy
213307,"['Human sounds', 'Walk, footsteps']","[103, 194]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213307.npy
213341,"['Animal', 'Animal sounds', 'Bird', 'Wild animals']","[5, 6, 15, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213341.npy
213346,"['Animal', 'Animal sounds', 'Cat', 'Domestic animals, pets', 'Purr']","[5, 6, 29, 62, 138]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213346.npy
213347,"['Animal', 'Animal sounds', 'Cat', 'Domestic animals, pets', 'Purr']","[5, 6, 29, 62, 138]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213347.npy
213374,"['Explosion', 'Fireworks', 'Impact sounds']","[74, 81, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213374.npy
213392,"['Domestic sounds, home sounds', 'Door', 'Mechanical sounds', 'Slam']","[63, 64, 119, 161]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213392.npy
213395,"['Domestic sounds, home sounds', 'Door', 'Mechanical sounds']","[63, 64, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213395.npy
213399,"['Domestic sounds, home sounds', 'Door', 'Mechanical sounds']","[63, 64, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213399.npy
213409,"['Domestic sounds, home sounds', 'Door', 'Mechanical sounds']","[63, 64, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213409.npy
213453,"['Clock', 'Mechanical sounds', 'Mechanisms', 'Tick-tock']","[41, 119, 120, 181]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213453.npy
213504,"['Cymbal', 'Hi-hat', 'Music', 'Musical instrument', 'Percussion']","[59, 100, 125, 126, 132]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213504.npy
213537,"['Music', 'Musical instrument', 'Scratching (performance technique)']","[125, 126, 151]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213537.npy
213545,"['Animal', 'Animal sounds', 'Bird', 'Bird vocalization, bird call, bird song', 'Wild animals']","[5, 6, 15, 16, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213545.npy
213546,"['Boat, Water vehicle', 'Vehicle', 'Vehicle sounds']","[17, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213546.npy
213548,"['Engine', 'Mechanical sounds']","[72, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213548.npy
213560,"['Rail transport', 'Train', 'Vehicle', 'Vehicle sounds']","[140, 185, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213560.npy
213565,"['Explosion', 'Fireworks', 'Human sounds', 'Human voice', 'Impact sounds', 'Shout', 'Yell']","[74, 81, 103, 104, 106, 155, 206]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213565.npy
213566,"['Gurgling', 'Liquid', 'Nature sounds', 'Water']","[95, 112, 127, 195]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213566.npy
213567,"['Domestic sounds, home sounds', 'Mechanical sounds']","[63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213567.npy
213581,"['Animal', 'Animal sounds', 'Bird', 'Gull, seagull', 'Nature sounds', 'Ocean', 'Water', 'Waves, surf', 'Wild animals']","[5, 6, 15, 93, 127, 128, 195, 197, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213581.npy
213582,"['Nature sounds', 'Ocean', 'Water', 'Waves, surf']","[127, 128, 195, 197]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213582.npy
213583,"['Human sounds', 'Nature sounds', 'Ocean', 'Walk, footsteps', 'Water', 'Waves, surf']","[103, 127, 128, 194, 195, 197]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213583.npy
213608,"['Human sounds', 'Human voice', 'Laughter']","[103, 104, 111]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213608.npy
213611,"['Liquid', 'Nature sounds', 'Stream', 'Water']","[112, 127, 169, 195]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213611.npy
213685,"['Engine', 'Mechanical sounds']","[72, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213685.npy
213690,"['Mechanical sounds', 'Mechanisms']","[119, 120]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213690.npy
213691,"['Mechanical sounds', 'Mechanisms']","[119, 120]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213691.npy
213698,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds']","[42, 63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213698.npy
213715,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213715.npy
213716,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213716.npy
213717,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213717.npy
213720,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213720.npy
213721,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213721.npy
213724,"['Domestic sounds, home sounds', 'Door', 'Keys jangling', 'Mechanical sounds', 'Squeak']","[63, 64, 109, 119, 168]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213724.npy
213737,"['Fill (with liquid)', 'Liquid', 'Mechanical sounds', 'Nature sounds']","[78, 112, 119, 127]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213737.npy
213802,"['Animal sounds', 'Fire', 'Hiss', 'Nature sounds']","[6, 80, 101, 127]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213802.npy
213842,"['Animal', 'Animal sounds']","[5, 6]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213842.npy
21385,"['Music', 'Musical instrument', 'Percussion']","[125, 126, 132]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\21385.npy
213856,"['Cough', 'Human sounds', 'Respiratory sounds']","[45, 103, 146]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213856.npy
213865,"['Fire', 'Mechanical sounds', 'Nature sounds', 'Tick']","[80, 119, 127, 180]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213865.npy
213876,"['Domestic sounds, home sounds', 'Door', 'Mechanical sounds', 'Slam']","[63, 64, 119, 161]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213876.npy
213887,"['Fire', 'Nature sounds']","[80, 127]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213887.npy
213889,"['Animal', 'Animal sounds', 'Cat', 'Domestic animals, pets', 'Meow']","[5, 6, 29, 62, 121]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213889.npy
213890,"['Alarm', 'Domestic sounds, home sounds', 'Door', 'Female speech, woman speaking', 'Human sounds', 'Human voice', 'Mechanical sounds', 'Rail transport', 'Sliding door', 'Speech', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds', 'Walk, footsteps']","[4, 63, 64, 77, 103, 104, 119, 140, 162, 165, 171, 191, 193, 194]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213890.npy
213897,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ']","[108, 125, 126, 129]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213897.npy
2139,"['Chink, clink', 'Dishes, pots, pans', 'Domestic sounds, home sounds', 'Glass', 'Impact sounds', 'Mechanical sounds', 'Other Event']","[36, 60, 63, 88, 106, 119, 130]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\2139.npy
213910,"['Domestic sounds, home sounds', 'Mechanical sounds']","[63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213910.npy
213911,"['Domestic sounds, home sounds', 'Liquid', 'Mechanical sounds', 'Nature sounds', 'Pour', 'Toilet flush', 'Trickle, dribble']","[63, 112, 119, 127, 135, 182, 186]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213911.npy
213919,"['Clapping', 'Hands', 'Human sounds']","[40, 97, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213919.npy
213923,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds']","[42, 63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213923.npy
213943,"['Crash cymbal', 'Cymbal', 'Music', 'Musical instrument', 'Percussion']","[49, 59, 125, 126, 132]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213943.npy
213945,"['Human sounds', 'Human voice', 'Laughter']","[103, 104, 111]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213945.npy
213956,"['Human sounds', 'Run']","[103, 148]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213956.npy
213978,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds', 'Wood']","[42, 63, 119, 204]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213978.npy
213979,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds', 'Wood']","[42, 63, 119, 204]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213979.npy
213980,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds', 'Wood']","[42, 63, 119, 204]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213980.npy
213982,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds', 'Wood']","[42, 63, 119, 204]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213982.npy
213983,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds', 'Wood']","[42, 63, 119, 204]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213983.npy
213984,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds', 'Wood']","[42, 63, 119, 204]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213984.npy
213985,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds', 'Wood']","[42, 63, 119, 204]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213985.npy
213986,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds']","[42, 63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213986.npy
213987,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds']","[42, 63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213987.npy
213988,"['Coin (dropping)', 'Domestic sounds, home sounds', 'Mechanical sounds']","[42, 63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\213988.npy
214006,"['Domestic sounds, home sounds', 'Door', 'Human sounds', 'Mechanical sounds', 'Run']","[63, 64, 103, 119, 148]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214006.npy
214020,"['Alarm', 'Mechanical sounds', 'Telephone']","[4, 119, 176]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214020.npy
214041,"['Bell', 'Music']","[12, 125]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214041.npy
214052,"['Nature sounds', 'Thunder', 'Thunderstorm']","[127, 178, 179]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214052.npy
214065,"['Animal', 'Animal sounds', 'Livestock, farm animals, working animals']","[5, 6, 113]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214065.npy
21410,"['Explosion', 'Fireworks', 'Impact sounds']","[74, 81, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\21410.npy
21412,"['Child speech, kid speaking', 'Explosion', 'Female speech, woman speaking', 'Fireworks', 'Human sounds', 'Human voice', 'Impact sounds', 'Speech']","[34, 74, 77, 81, 103, 104, 106, 165]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\21412.npy
214147,"['Applause', 'Crowd', 'Crowd sounds', 'Human group actions', 'Human sounds']","[7, 52, 53, 102, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214147.npy
21416,"['Explosion', 'Fireworks', 'Impact sounds']","[74, 81, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\21416.npy
214186,"['Chink, clink', 'Glass', 'Impact sounds']","[36, 88, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214186.npy
214187,"['Chink, clink', 'Dishes, pots, pans', 'Domestic sounds, home sounds', 'Glass', 'Impact sounds', 'Mechanical sounds', 'Other Event']","[36, 60, 63, 88, 106, 119, 130]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214187.npy
214188,"['Chink, clink', 'Dishes, pots, pans', 'Domestic sounds, home sounds', 'Glass', 'Impact sounds', 'Mechanical sounds', 'Other Event']","[36, 60, 63, 88, 106, 119, 130]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214188.npy
214189,"['Chink, clink', 'Dishes, pots, pans', 'Domestic sounds, home sounds', 'Glass', 'Impact sounds', 'Mechanical sounds', 'Other Event']","[36, 60, 63, 88, 106, 119, 130]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214189.npy
214190,"['Chink, clink', 'Dishes, pots, pans', 'Domestic sounds, home sounds', 'Glass', 'Impact sounds', 'Mechanical sounds', 'Other Event']","[36, 60, 63, 88, 106, 119, 130]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214190.npy
214191,"['Chink, clink', 'Dishes, pots, pans', 'Domestic sounds, home sounds', 'Glass', 'Impact sounds', 'Mechanical sounds', 'Other Event']","[36, 60, 63, 88, 106, 119, 130]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214191.npy
214192,"['Chink, clink', 'Dishes, pots, pans', 'Domestic sounds, home sounds', 'Glass', 'Impact sounds', 'Mechanical sounds', 'Other Event']","[36, 60, 63, 88, 106, 119, 130]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214192.npy
214193,"['Chink, clink', 'Dishes, pots, pans', 'Domestic sounds, home sounds', 'Glass', 'Impact sounds', 'Mechanical sounds', 'Other Event']","[36, 60, 63, 88, 106, 119, 130]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214193.npy
214194,"['Cupboard open or close', 'Domestic sounds, home sounds', 'Mechanical sounds']","[57, 63, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214194.npy
214232,"['Domestic sounds, home sounds', 'Door', 'Mechanical sounds', 'Sliding door']","[63, 64, 119, 162]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214232.npy
214297,"['Harmonica', 'Music', 'Musical instrument']","[98, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214297.npy
214298,"['Harmonica', 'Music', 'Musical instrument']","[98, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214298.npy
214299,"['Harmonica', 'Music', 'Musical instrument']","[98, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214299.npy
214300,"['Harmonica', 'Music', 'Musical instrument']","[98, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214300.npy
214301,"['Harmonica', 'Music', 'Musical instrument']","[98, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214301.npy
214302,"['Harmonica', 'Music', 'Musical instrument']","[98, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214302.npy
214304,"['Harmonica', 'Music', 'Musical instrument']","[98, 125, 126]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214304.npy
214334,"['Keyboard (musical)', 'Music', 'Musical instrument', 'Organ', 'Piano']","[108, 125, 126, 129, 133]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214334.npy
214336,"['Glass', 'Impact sounds', 'Shatter']","[88, 106, 154]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214336.npy
214343,"['Domestic sounds, home sounds', 'Liquid', 'Mechanical sounds', 'Nature sounds', 'Pour', 'Sink (filling or washing)', 'Trickle, dribble', 'Water tap, faucet']","[63, 112, 119, 127, 135, 158, 186, 196]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\214343.npy
